Race	Gender	Gender Code	Single-Year Ages	Single-Year Ages Code	Year	Year Code	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	Crude Rate Standard Error
Black or African American	Female	F	70 years	70	2008	2008	357	480483	74.3002353881407	66.5927598873894	82.0077108888919	3.93238545956697
Black or African American	Female	F	70 years	70	2009	2009	365	487912	74.8085720375805	67.1338791786011	82.48326489656	3.9156596219283
Black or African American	Female	F	70 years	70	2010	2010	331	496664	66.6446531256544	59.4649351309187	73.8243711203901	3.66312142588556
Black or African American	Female	F	70 years	70	2011	2011	355	515854	68.8179213498393	61.6590683380226	75.976774361656	3.65247602643709
Black or African American	Female	F	70 years	70	2012	2012	353	531565	66.4076829738602	59.4800152969083	73.3353506508122	3.53452432497548
Black or African American	Female	F	70 years	70	2013	2013	424	556554	76.1830837618632	68.9315196454128	83.4346478783135	3.69977761043385
Black or African American	Female	F	70 years	70	2014	2014	436	581078	75.0329559886969	67.9898393133229	82.0760726640708	3.59342687519078
Black or African American	Female	F	70 years	70	2015	2015	533	603471	88.32238831692	80.824080392925	95.8206962409149	3.82566730816069
Black or African American	Female	F	70 years	70	2016	2016	517	621831	83.1415609707461	75.974700096403	90.3084218450891	3.65656167058319
Black or African American	Female	F	70 years	70	2017	2017	565	668247	84.5495752319128	77.5778015987953	91.5213488650302	3.55702736383544
Black or African American	Female	F	70 years	70	2018	2018	611	708288	86.2643444474564	79.4241760682535	93.1045128266593	3.48988182612391
Black or African American	Female	F	70 years	70	2019	2019	643	756006	85.0522350351717	78.4781348896999	91.6263351806435	3.35413272728152
Black or African American	Female	F	70 years	70	2020	2020	799	806836	99.028798913286	92.1621602682079	105.895437558364	3.50338706381534
Black or African American	Female	F	70 years	70	2021	2021	811	836516	96.9497295927394	90.2771733004126	103.622285885066	3.40436545526879
Black or African American	Female	F	70 years	70	2022	2022	802	849725	94.3834770072671	87.8511959924276	100.915758022107	3.33279643614259
Black or African American	Female	F	75 years	75	1999	1999	588	343390	171.233874020793	157.393204764353	185.074543277233	7.06156594716336
Black or African American	Female	F	75 years	75	2000	2000	539	344364	156.520426060796	143.306474508463	169.734377613129	6.74181201649644
Black or African American	Female	F	75 years	75	2001	2001	523	354673	147.459772804809	134.821760107469	160.097785502148	6.44796566190788
Black or African American	Female	F	75 years	75	2002	2002	525	359611	145.991084811088	133.502801134958	158.479368487217	6.37157330414787
Black or African American	Female	F	75 years	75	2003	2003	551	363417	151.616462631082	138.956668837815	164.276256424349	6.45907846595261
Black or African American	Female	F	75 years	75	2004	2004	515	365192	141.021709128349	128.841957541729	153.201460714969	6.21415897276513
Black or African American	Female	F	75 years	75	2005	2005	537	368751	145.626723724139	133.309580045363	157.943867402916	6.28425697896763
Black or African American	Female	F	75 years	75	2006	2006	494	367499	134.422134481999	122.568176481854	146.276092482143	6.04793775517563
Black or African American	Female	F	75 years	75	2007	2007	501	368272	136.040752487292	124.128161413364	147.95334356122	6.07785258873859
Black or African American	Female	F	75 years	75	2008	2008	477	371717	128.323428845062	116.807397523124	139.839460167001	5.87552618466241
Black or African American	Female	F	75 years	75	2009	2009	453	374583	120.934479140805	109.797764062589	132.071194219021	5.68199748888571
Black or African American	Female	F	75 years	75	2010	2010	459	378077	121.403841016513	110.297214810784	132.510467222241	5.66664602333084
Black or African American	Female	F	75 years	75	2011	2011	455	393168	115.726610507468	105.092930031158	126.360290983777	5.42534718179037
Black or African American	Female	F	75 years	75	2012	2012	459	399504	114.892466658657	104.381533311348	125.403400005965	5.36272109556564
Black or African American	Female	F	75 years	75	2013	2013	522	409261	127.546968804748	116.605113640811	138.488823968685	5.58257916527393
Black or African American	Female	F	75 years	75	2014	2014	552	420226	131.357888374351	120.399600860507	142.316175888195	5.59096301726725
Black or African American	Female	F	75 years	75	2015	2015	563	433526	129.865336796409	119.137920856096	140.592752736722	5.47317139811899
Black or African American	Female	F	75 years	75	2016	2016	632	445948	141.720559347727	130.671370663685	152.769748031768	5.63734116532714
Black or African American	Female	F	75 years	75	2017	2017	726	464257	156.378902202875	145.003522003027	167.754282402722	5.80376540808539
Black or African American	Female	F	75 years	75	2018	2018	693	486475	142.453363482193	131.847106100444	153.059620863943	5.41135580701503
Black or African American	Female	F	75 years	75	2019	2019	810	508214	159.381677797148	148.405479202586	170.357876391711	5.60010132375641
Black or African American	Female	F	75 years	75	2020	2020	849	526453	161.267957443494	150.419941579859	172.11597330713	5.53470197124281
Black or African American	Female	F	75 years	75	2021	2021	878	512535	171.305374267123	159.974072605985	182.636675928261	5.78127635772349
Black or African American	Female	F	75 years	75	2022	2022	895	520724	171.876080226761	160.615520086942	183.136640366581	5.74518374480592
Black or African American	Female	F	80 years	80	1999	1999	666	227780	292.387391342523	270.181020032395	314.593762652652	11.3297812806778
Black or African American	Female	F	80 years	80	2000	2000	625	231454	270.03205820595	248.861544842604	291.202571569297	10.801282328238
Black or African American	Female	F	80 years	80	2001	2001	626	237908	263.126923012257	242.514255791091	283.739590233423	10.5166669495745
Black or African American	Female	F	80 years	80	2002	2002	696	243879	285.387425731613	264.184964118916	306.58988734431	10.8175824554578
Black or African American	Female	F	80 years	80	2003	2003	680	249644	272.387880341606	251.914507515987	292.861253167226	10.445598380418
Black or African American	Female	F	80 years	80	2004	2004	691	254780	271.214381034618	250.99211768658	291.436644382656	10.3174813000196
Black or African American	Female	F	80 years	80	2005	2005	780	258762	301.4352957544	280.28079046708	322.58980104172	10.7931149425101
Black or African American	Female	F	80 years	80	2006	2006	697	264538	263.47821485004	243.91751475131	283.038914948771	9.97994902996476
Black or African American	Female	F	80 years	80	2007	2007	668	268871	248.44628093026	229.605437516647	267.287124343873	9.61267521102691
Black or African American	Female	F	80 years	80	2008	2008	697	272279	255.987424663672	236.982843029694	274.992006297651	9.69621511937688
Black or African American	Female	F	80 years	80	2009	2009	618	274423	225.199782817038	207.444409780867	242.955155853209	9.05886379396483
Black or African American	Female	F	80 years	80	2010	2010	669	277702	240.905719080165	222.650370810077	259.161067350253	9.31395319902454
Black or African American	Female	F	80 years	80	2011	2011	643	281890	228.103160807407	210.471960145526	245.734361469288	8.99551054177585
Black or African American	Female	F	80 years	80	2012	2012	649	284580	228.055379858036	210.509544706164	245.601215009909	8.95195671013915
Black or African American	Female	F	80 years	80	2013	2013	717	290087	247.167229141602	229.075195672724	265.25926261048	9.23062932085608
Black or African American	Female	F	80 years	80	2014	2014	693	296006	234.11687600927	216.685881165292	251.547870853248	8.89336471631533
Black or African American	Female	F	80 years	80	2015	2015	758	303164	250.029686902139	232.229972028371	267.829401775907	9.08148718049386
Black or African American	Female	F	80 years	80	2016	2016	890	312789	284.536860311584	265.842973746043	303.230746877125	9.53769722731701
Black or African American	Female	F	80 years	80	2017	2017	850	321524	264.365957129172	246.593309187033	282.138605071312	9.06767752149964
Black or African American	Female	F	80 years	80	2018	2018	893	329857	270.723374068157	252.966925981217	288.479822155097	9.059412289255
Black or African American	Female	F	80 years	80	2019	2019	987	341870	288.706233363559	270.694576873131	306.717889853988	9.18962065838184
Black or African American	Female	F	80 years	80	2020	2020	1046	351927	297.220730435573	279.20842402405	315.233036847097	9.18995225077714
Black or African American	Female	F	80 years	80	2021	2021	1023	337044	303.521201979564	284.921444227003	322.120959732124	9.489672322735
Black or African American	Female	F	80 years	80	2022	2022	1043	342317	304.688344429286	286.196945922387	323.179742936186	9.43438699331622
Black or African American	Female	F	85 years	85	1999	1999	1642	225142	729.31749740164	694.040945540916	764.594049262364	17.9982407452673
Black or African American	Female	F	85 years	85	2000	2000	1705	229308	743.541437716957	708.247586014232	778.835289419682	18.007067195268
Black or African American	Female	F	85 years	85	2001	2001	1750	226836	771.48248073498	735.336241778051	807.628719691909	18.4419586514944
Black or African American	Female	F	85 years	85	2002	2002	1759	225501	780.040886736644	743.587278750869	816.494494722419	18.598779584579
Black or African American	Female	F	85 years	85	2003	2003	1804	225873	798.678903631687	761.822749297236	835.535057966138	18.8041603747197
Black or African American	Female	F	85 years	85	2004	2004	1747	228060	766.026484258528	730.105071905417	801.947896611639	18.3272512005668
Black or African American	Female	F	85 years	85	2005	2005	1895	235430	804.91016438007	768.669272594851	841.15105616529	18.4902509108261
Black or African American	Female	F	85 years	85	2006	2006	1806	241177	748.827624524727	714.291066273055	783.364182776398	17.6206929855465
Black or African American	Female	F	85 years	85	2007	2007	1864	249077	748.362956033676	714.389056425082	782.33685564227	17.3336222492827
Black or African American	Female	F	85 years	85	2008	2008	1777	257804	689.283331523173	657.234652479883	721.332010566463	16.3513668588214
Black or African American	Female	F	85 years	85	2009	2009	1732	267385	647.755109673318	617.24856816089	678.261651185745	15.5645619961365
Black or African American	Female	F	85 years	85	2010	2010	1827	275593	662.934109356914	632.535258779868	693.33295993396	15.5096176413498
Black or African American	Female	F	85 years	85	2011	2011	1812	284598	636.687538211793	607.371631957053	666.003444466534	14.9570950279291
Black or African American	Female	F	85 years	85	2012	2012	1949	299097	651.628067148784	622.6979672099	680.558167087669	14.7602550708594
Black or African American	Female	F	85 years	85	2013	2013	1978	309079	639.965833977721	611.762547647976	668.169120307466	14.3894318008904
Black or African American	Female	F	85 years	85	2014	2014	2076	318456	651.895395282237	623.852664016639	679.938126547835	14.3075159518358
Black or African American	Female	F	85 years	85	2015	2015	2296	328330	699.296439557762	670.692131502582	727.900747612942	14.5940347220308
Black or African American	Female	F	85 years	85	2016	2016	2419	335598	720.802865332928	692.0782222187	749.527508447156	14.6554301603203
Black or African American	Female	F	85 years	85	2017	2017	2472	345025	716.469821027462	688.225590987869	744.714051067054	14.4103214487716
Black or African American	Female	F	85 years	85	2018	2018	2725	354052	769.660953758205	740.76265526326	798.55925225315	14.7440298443598
Black or African American	Female	F	85 years	85	2019	2019	2832	360819	784.881062250048	755.973378338198	813.788746161897	14.7488183223722
Black or African American	Female	F	85 years	85	2020	2020	2952	369171	799.629440015603	770.783368892872	828.475511138333	14.717383225883
Black or African American	Female	F	85 years	85	2021	2021	2804	333725	840.212750018728	809.11304038001	871.312459657445	15.867198795264
Black or African American	Female	F	85 years	85	2022	2022	2968	339046	875.397438695634	843.903324734841	906.891552656427	16.0684254902004
Black or African American	Male	M	55 years	55	1999	1999	151	573942	26.3092786379111	22.1128819243423	30.50567535148	2.14101873141267
Black or African American	Male	M	55 years	55	2000	2000	133	590653	22.517451024544	18.6905301953	26.3443718537881	1.95251062716532
Black or African American	Male	M	55 years	55	2001	2001	165	616383	26.7690705292002	22.6844906731393	30.8536503852611	2.08396931431677
Black or African American	Male	M	55 years	55	2002	2002	170	662769	25.6499625057901	21.7941283571811	29.5057966543991	1.96726232071888
Black or African American	Male	M	55 years	55	2003	2003	215	706655	30.4250306019203	26.3580896667701	34.4919715370705	2.07496986487256
Black or African American	Male	M	55 years	55	2004	2004	231	758635	30.4494256131078	26.5227123793394	34.3761388468761	2.00342511926956
Black or African American	Male	M	55 years	55	2005	2005	229	820971	27.8937989283422	24.2809816591784	31.5066161975059	1.84327411692028
Black or African American	Male	M	55 years	55	2006	2006	236	881087	26.7850961369309	23.3677160902788	30.2024761835829	1.74356124829185
Black or African American	Male	M	55 years	55	2007	2007	281	912345	30.7997522866898	27.1985282931445	34.4009762802351	1.83735918038025
Black or African American	Male	M	55 years	55	2008	2008	248	945305	26.2349188886127	22.969717618533	29.5001201586923	1.66591901534675
Black or African American	Male	M	55 years	55	2009	2009	272	981716	27.7065872411166	24.4138683585841	30.999306123649	1.67995861353697
Black or African American	Male	M	55 years	55	2010	2010	277	1009656	27.4350868018414	24.2041941735499	30.6659794301329	1.64841460627117
Black or African American	Male	M	55 years	55	2011	2011	288	1054879	27.3017094851637	24.1485229123895	30.4548960579379	1.60876865957869
Black or African American	Male	M	55 years	55	2012	2012	333	1100716	30.2530352970248	27.003637298072	33.5024332959777	1.6578561219147
Black or African American	Male	M	55 years	55	2013	2013	354	1139012	31.0795672038574	27.8419208985011	34.3172135092136	1.65186035987564
Black or African American	Male	M	55 years	55	2014	2014	339	1171735	28.9314563446513	25.8516279556843	32.0112847336184	1.57134101477911
Black or African American	Male	M	55 years	55	2015	2015	417	1200683	34.7302327092163	31.3967689557479	38.0636964626848	1.70074681299412
Black or African American	Male	M	55 years	55	2016	2016	454	1216592	37.3173586543393	33.8846334288555	40.7500838798232	1.75139042116523
Black or African American	Male	M	55 years	55	2017	2017	487	1224431	39.7735764612297	36.2410433971535	43.306109525306	1.802312787794
Black or African American	Male	M	55 years	55	2018	2018	466	1227043	37.9774791918458	34.5293045994273	41.4256537842642	1.75927275123389
Black or African American	Male	M	55 years	55	2019	2019	513	1228490	41.7585816734365	38.144956289478	45.372207057395	1.843686420387
Black or African American	Male	M	55 years	55	2020	2020	564	1221168	46.1852914586691	42.3735783298294	49.9970045875087	1.94475159634676
Black or African American	Male	M	55 years	55	2021	2021	553	1225274	45.1327621413659	41.371051211083	48.8944730716489	1.91924027055252
Black or African American	Male	M	55 years	55	2022	2022	586	1245216	47.0601084470485	43.2497995309498	50.8704173631473	1.94403516127486
Black or African American	Male	M	60 years	60	1999	1999	179	459389	38.9647988959248	33.2565619128649	44.6730358789847	2.91236580768361
Black or African American	Male	M	60 years	60	2000	2000	202	470342	42.9474722648626	37.0247960014284	48.8701485282968	3.02177360379296
Black or African American	Male	M	60 years	60	2001	2001	176	483638	36.3908543166583	31.0144491631372	41.7672594701794	2.74306385383729
Black or African American	Male	M	60 years	60	2002	2002	214	497980	42.9736133981284	37.2158865570661	48.7313402391908	2.93761573523591
Black or African American	Male	M	60 years	60	2003	2003	230	518313	44.3747310987762	38.6398041838267	50.1096580137257	2.92598311987218
Black or African American	Male	M	60 years	60	2004	2004	230	538700	42.6953777612772	37.1774880748687	48.2132674476856	2.81524984000429
Black or African American	Male	M	60 years	60	2005	2005	251	556778	45.0808041984417	39.5036729441897	50.6579354526938	2.84547512972044
Black or African American	Male	M	60 years	60	2006	2006	254	576788	44.0369771909263	38.6212508230064	49.4527035588462	2.76312569791834
Black or African American	Male	M	60 years	60	2007	2007	282	620088	45.4774161086814	40.1694602987732	50.7853719185895	2.70814071934091
Black or African American	Male	M	60 years	60	2008	2008	314	661596	47.4609882768336	42.2113663795622	52.710610174105	2.67837851901604
Black or African American	Male	M	60 years	60	2009	2009	328	710808	46.1446691652317	41.1507594538189	51.1385788766444	2.54791311806773
