Race	Gender	Gender Code	Single-Year Ages	Single-Year Ages Code	Year	Year Code	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	Crude Rate Standard Error
Black	Female	F	38 years	38	2007	2007	30	271228	11.0608049316442	7.46272508738036	15.789962688218	2.01941745507531
Black	Female	F	38 years	38	2008	2008	29	294112	9.86018931563486	6.60356598846698	14.1609080894353	1.83099118945657
Black	Female	F	38 years	38	2009	2009	29	294370	9.85154737235452	6.59777830621327	14.1484967897544	1.82938642087662
Black	Female	F	38 years	38	2010	2010	27	281951	9.57613202294016	6.31076676443779	13.9327932867768	1.84292746707997
Black	Female	F	38 years	38	2011	2011	29	271095	10.6973570150685	7.16423394013169	15.363223224331	1.98644932851381
Black	Female	F	38 years	38	2012	2012	25	262257	9.53263401930168	6.16904410559108	14.0720743392931	1.90652680386034
Black	Female	F	38 years	38	2013	2013	27	270238	9.99119294843804	6.58429606495016	14.5366861803299	1.9228059794354
Black	Female	F	38 years	38	2014	2014	36	263668	13.6535339897143	9.56279867105603	18.9022255260403	2.27558899828572
Black	Female	F	38 years	38	2015	2015	34	275633	12.3352428773042	8.54252574981951	17.2372683967449	2.11547670084689
Black	Female	F	38 years	38	2016	2016	28	277990	10.072304759164	6.69294578941689	14.5573006223245	1.90348668014288
Black	Female	F	38 years	38	2017	2017	28	289452	9.67345190221522	6.42791205450299	13.9808465652336	1.82811057520044
Black	Female	F	38 years	38	2018	2018	28	308652	9.0717053510102	6.02805748869277	13.111154309708	1.71439116614478
Black	Female	F	38 years	38	2019	2019	26	297826	8.72992955618381	5.70265188398595	12.7913546836072	1.71208004458737
Black	Female	F	38 years	38	2020	2020	27	300422	8.98735778338471	5.92275865282835	13.0761562069356	1.72961781184688
Black	Female	F	38 years	38	2021	2021	35	293388	11.929594939125	8.30944005889811	16.5912034575375	2.01646958399785
Black	Female	F	39 years	39	1999	1999	46	303875	15.1378033730975	11.0828399835459	20.1917104072398	2.23194734121769
Black	Female	F	39 years	39	2000	2000	58	301088	19.2634711446487	14.6275241789776	24.9024670528218	2.52941768050002
Black	Female	F	39 years	39	2001	2001	51	297516	17.1419352236518	12.7633707094744	22.5385592707619	2.40035104953779
Black	Female	F	39 years	39	2002	2002	41	299595	13.6851416078372	9.82073132061617	18.5653999566081	2.13726004687423
Black	Female	F	39 years	39	2003	2003	42	304200	13.8067061143984	9.95063116370809	18.6626627218935	2.13042100539377
Black	Female	F	39 years	39	2004	2004	39	305935	12.7478059064834	9.06496478010035	17.42663310834	2.04128262487077
Black	Female	F	39 years	39	2005	2005	39	286654	13.6052523251027	9.67469492838056	18.5987880859852	2.17858393687107
Black	Female	F	39 years	39	2006	2006	35	273461	12.7989000259635	8.91494582408461	17.800198200109	2.16340896255759
Black	Female	F	39 years	39	2007	2007	33	273567	12.0628584588053	8.30346862011865	16.9407165337925	2.0998741246342
Black	Female	F	39 years	39	2008	2008	44	271680	16.1955241460542	11.767667844523	21.7416813898704	2.44156713070922
Black	Female	F	39 years	39	2009	2009	31	294655	10.5207785376118	7.14834297738033	14.9334034718569	1.88958760680458
Black	Female	F	39 years	39	2010	2010	32	297691	10.7494012247599	7.35259043773577	15.1749297089936	1.90024362493068
Black	Female	F	39 years	39	2011	2011	27	280965	9.60973786770594	6.33291335219689	13.9816881106188	1.84939491492059
Black	Female	F	39 years	39	2012	2012	36	271383	13.2653850830745	9.29094305833453	18.36486441671	2.21089751384575
Black	Female	F	39 years	39	2013	2013	16	262475	6.09581864939518	3.48430898180779	9.89924373749881	1.5239546623488
Black	Female	F	39 years	39	2014	2014	28	271379	10.3176738067426	6.85599106784239	14.9119275994089	1.94985707152329
Black	Female	F	39 years	39	2015	2015	27	264517	10.2072834638227	6.72670187549382	14.8510870756889	1.96439261851096
Black	Female	F	39 years	39	2016	2016	39	275361	14.1632257291338	10.071469815987	19.3615544684977	2.2679311879309
Black	Female	F	39 years	39	2017	2017	34	279465	12.1661030898324	8.4253913728016	17.0009124577317	2.08646946660415
Black	Female	F	39 years	39	2018	2018	40	289143	13.8339852598887	9.88313740951709	18.8380144080956	2.18734512692224
Black	Female	F	39 years	39	2019	2019	53	308430	17.1838018351003	12.8718704406186	22.476756476348	2.3603767108519
Black	Female	F	39 years	39	2020	2020	48	297944	16.1104100099348	11.8785275085251	21.359987111672	2.32533738899777
Black	Female	F	39 years	39	2021	2021	45	294018	15.3051853968124	11.163755280289	20.4795624757668	2.28156233036731
Black	Female	F	40 years	40	1999	1999	52	308263	16.8687127550176	12.5983981210849	22.1211238455475	2.33926956881883
Black	Female	F	40 years	40	2000	2000	53	310517	17.0683086594293	12.7853579675187	22.3256890927067	2.3445125031095
Black	Female	F	40 years	40	2001	2001	58	299265	19.38081633335	14.716629074566	25.0541626986116	2.54482585864164
Black	Female	F	40 years	40	2002	2002	59	297329	19.8433385239919	15.1057414513889	25.5965176622529	2.58338263266234
Black	Female	F	40 years	40	2003	2003	60	299272	20.0486513940496	15.2993263653132	25.8066240744206	2.58826976543573
Black	Female	F	40 years	40	2004	2004	49	303968	16.1201179071481	11.9258244288873	21.3116018791452	2.30287398673545
Black	Female	F	40 years	40	2005	2005	41	305675	13.4129385785557	9.62539298274311	18.1961266050544	2.09474907579385
Black	Female	F	40 years	40	2006	2006	42	286481	14.6606581239244	10.5660829164936	19.8169581926899	2.2621886611705
Black	Female	F	40 years	40	2007	2007	41	273215	15.0064967150413	10.7689621726479	20.3579635085921	2.343621044757
Black	Female	F	40 years	40	2008	2008	47	273228	17.2017509186467	12.6391585049848	22.8747163541072	2.5091332514973
Black	Female	F	40 years	40	2009	2009	42	271311	15.4803896635227	11.1568716343974	20.9249975120802	2.38867598380009
Black	Female	F	40 years	40	2010	2010	37	292135	12.6653773084362	8.91756550909682	17.4575761206292	2.08217520334716
Black	Female	F	40 years	40	2011	2011	34	295186	11.5181614304201	7.97667233540886	16.0954787828691	1.97534838876007
Black	Female	F	40 years	40	2012	2012	27	281228	9.6007509920776	6.32699091128906	13.9686126559233	1.84766538989952
Black	Female	F	40 years	40	2013	2013	41	271597	15.0958957573169	10.8331167133658	20.4792431433337	2.35758282949843
Black	Female	F	40 years	40	2014	2014	30	263518	11.3844215575407	7.68106922487268	16.2519448386827	2.07850149707104
Black	Female	F	40 years	40	2015	2015	31	272133	11.3914887205888	7.73994701120408	16.1693069197782	2.04597177219596
Black	Female	F	40 years	40	2016	2016	38	263982	14.3949208658166	10.1867096999038	19.7581804820026	2.33516451991764
Black	Female	F	40 years	40	2017	2017	42	276842	15.1711084300793	10.9339695566424	20.5069389760224	2.34095285339936
Black	Female	F	40 years	40	2018	2018	29	278968	10.3954575435175	6.96204582604456	14.9296442602736	1.93038800404867
Black	Female	F	40 years	40	2019	2019	49	288700	16.9726359542778	12.5565258053343	22.438673363353	2.42466227918254
Black	Female	F	40 years	40	2020	2020	47	308388	15.2405411364904	11.1981400054477	20.2667191978936	2.22306140329748
Black	Female	F	40 years	40	2021	2021	40	291149	13.7386698906745	9.81504315659679	18.7082215635293	2.1722744437854
Black	Female	F	41 years	41	1999	1999	62	283803	21.8461397518701	16.7492168863613	28.0056588549099	2.77446252295142
Black	Female	F	41 years	41	2000	2000	70	288779	24.2399897499472	18.8962840095713	30.6257726496733	2.89723292391093
Black	Female	F	41 years	41	2001	2001	76	310660	24.464044292796	19.274975857851	30.6204210390781	2.80621833743686
Black	Female	F	41 years	41	2002	2002	69	299497	23.0386280997806	17.9254349793153	29.1567661779584	2.77352489771787
Black	Female	F	41 years	41	2003	2003	63	297777	21.156771678135	16.2574980606293	27.0686083881562	2.66550268596761
Black	Female	F	41 years	41	2004	2004	66	300101	21.9925958260719	17.009073611884	27.98008003972	2.70710141073704
Black	Female	F	41 years	41	2005	2005	62	304996	20.3281354509567	15.585378168894	26.059653241354	2.58167578394858
Black	Female	F	41 years	41	2006	2006	54	307083	17.5848223444476	13.2102460898194	22.9443244985883	2.39299122007716
Black	Female	F	41 years	41	2007	2007	33	288003	11.4582139769377	7.88726159102509	16.0915719627921	1.99461903054414
Black	Female	F	41 years	41	2008	2008	58	274863	21.101421435406	16.0231533527612	27.2784405321924	2.77075237695285
Black	Female	F	41 years	41	2009	2009	46	275073	16.7228335750873	12.2432881453287	22.305918792466	2.46564729476367
Black	Female	F	41 years	41	2010	2010	42	270986	15.4989556656063	11.1702523377591	20.9500933627567	2.391540780117
Black	Female	F	41 years	41	2011	2011	41	293065	13.9900704621842	10.0395543650726	18.9790694897037	2.18488193316597
Black	Female	F	41 years	41	2012	2012	40	295373	13.5421991854367	9.67468252006785	18.4406834747929	2.14120969768285
Black	Female	F	41 years	41	2013	2013	42	281329	14.9291399038137	10.7595804200776	20.179867699384	2.30361629921119
Black	Female	F	41 years	41	2014	2014	39	272399	14.3172331763332	10.1809845116906	19.5720872690428	2.29259211612319
Black	Female	F	41 years	41	2015	2015	38	264005	14.3936667866139	10.1858222382152	19.7564591579705	2.33496108140716
Black	Female	F	41 years	41	2016	2016	35	271423	12.8950015289788	8.98188436499486	17.9338523264425	2.17965308138942
Black	Female	F	41 years	41	2017	2017	45	265238	16.9658947812908	12.3750933124213	22.7017244889495	2.52912626867167
Black	Female	F	41 years	41	2018	2018	32	276157	11.5876113949674	7.92592619415767	16.3582310062754	2.04841964878398
Black	Female	F	41 years	41	2019	2019	53	278464	19.0329809239255	14.2570350206849	24.8955197081131	2.61438099333505
Black	Female	F	41 years	41	2020	2020	64	288655	22.1717967816251	17.0749441374651	28.3129410541996	2.77147459770314
Black	Female	F	41 years	41	2021	2021	37	296571	12.4759332503852	8.78417984226374	17.1964521143335	2.05103079205257
Black	Female	F	42 years	42	1999	1999	81	287651	28.1591233821541	22.3622862427038	34.9992560429131	3.12879148690601
Black	Female	F	42 years	42	2000	2000	86	289161	29.7412168307621	23.7891071064217	36.7301053738229	3.20707788930586
Black	Female	F	42 years	42	2001	2001	75	293317	25.5696055803107	20.1120289652492	32.0517562909753	2.95252373297299
Black	Female	F	42 years	42	2002	2002	74	310429	23.8379790547919	18.7180579134037	29.9264372851763	2.77110877754418
Black	Female	F	42 years	42	2003	2003	76	299168	25.4037865012301	20.0153893464542	31.7966493742646	2.91401416163538
Black	Female	F	42 years	42	2004	2004	74	297527	24.8716923169998	19.5297502411546	31.2241712516847	2.89127550341402
Black	Female	F	42 years	42	2005	2005	71	299808	23.681823033408	18.495740607322	29.8713043014196	2.81051532086414
Black	Female	F	42 years	42	2006	2006	80	304689	26.2562809947192	20.8196554519526	32.6783047632176	2.9355414570264
Black	Female	F	42 years	42	2007	2007	53	306825	17.2736902142915	12.9392031288194	22.5943322740976	2.37272382931004
Black	Female	F	42 years	42	2008	2008	57	287738	19.8096879800374	15.0036595792005	25.6658279406961	2.6238572712922
Black	Female	F	42 years	42	2009	2009	64	274544	23.3113817821551	17.9525613380733	29.7681683081765	2.91392272276939
Black	Female	F	42 years	42	2010	2010	55	275034	19.9975275784085	15.0649374259183	26.0295817971596	2.69646606859358
Black	Female	F	42 years	42	2011	2011	39	272239	14.3256476845713	10.1869680684986	19.5835901542395	2.29393951579252
Black	Female	F	42 years	42	2012	2012	31	293021	10.5794465243105	7.1882049409428	15.0166779855369	1.90012468827491
Black	Female	F	42 years	42	2013	2013	56	295056	18.9794479691991	14.3368852014533	24.6463315438425	2.53623541753019
Black	Female	F	42 years	42	2014	2014	48	281955	17.0239931904027	12.5521306591477	22.5712613714954	2.45720176279034
Black	Female	F	42 years	42	2015	2015	51	272665	18.7042708085013	13.9266389158858	24.5927493444336	2.61912178994108
Black	Female	F	42 years	42	2016	2016	39	263414	14.8055911986455	10.5282559013568	20.2396873362843	2.37079198463195
Black	Female	F	42 years	42	2017	2017	61	272432	22.3909085569977	17.1272537734187	28.7620176778058	2.86686207050077
Black	Female	F	42 years	42	2018	2018	39	264594	14.7395632554026	10.4813034309168	20.149425157033	2.36021905198092
Black	Female	F	42 years	42	2019	2019	49	275535	17.7835846625656	13.1564737692126	23.5107881031448	2.54051209465222
Black	Female	F	42 years	42	2020	2020	58	278298	20.8409690331946	15.825381425666	26.9417458982817	2.73655330108873
Black	Female	F	42 years	42	2021	2021	49	284334	17.2332538493462	12.7493335302848	22.7832232515281	2.46189340704946
Black	Female	F	43 years	43	1999	1999	87	273522	31.8073134884945	25.4763858117446	39.234321188058	3.41010194905302
Black	Female	F	43 years	43	2000	2000	94	281414	33.4027447106398	26.9927580006681	40.8766088396455	3.44523005779125
Black	Female	F	43 years	43	2001	2001	81	287623	28.161864663118	22.3644632035686	35.002663208436	3.12909607367978
Black	Female	F	43 years	43	2002	2002	72	293625	24.5210727969349	19.1862681992337	30.880122605364	2.88983614278027
Black	Female	F	43 years	43	2003	2003	92	311013	29.5807570744631	23.8462315080077	36.2781362836923	3.08400711437317
Black	Female	F	43 years	43	2004	2004	107	300020	35.6642890473968	28.9066070101108	42.4219710846829	3.44779695779901
Black	Female	F	43 years	43	2005	2005	88	298598	29.4710614270692	23.6366753963523	36.309231809992	3.14162570400567
Black	Female	F	43 years	43	2006	2006	74	301198	24.5685562321131	19.2917217245798	30.8436111793571	2.85603664932789
Black	Female	F	43 years	43	2007	2007	61	306423	19.90712185443	15.2273556488906	25.5714943068895	2.54884577068518
Black	Female	F	43 years	43	2008	2008	65	308781	21.05051800467	16.2463687856442	26.8305692383923	2.61099541367459
Black	Female	F	43 years	43	2009	2009	41	289810	14.1471998895828	10.1523135847624	19.192232842207	2.20942142694622
Black	Female	F	43 years	43	2010	2010	62	277784	22.319500043199	17.1121374881203	28.612483080379	2.83457934006703
Black	Female	F	43 years	43	2011	2011	50	274447	18.2184538362598	13.5221008063488	24.0188451686482	2.57647845007068
Black	Female	F	43 years	43	2012	2012	48	272054	17.6435560587236	13.0089467532181	23.3927088004587	2.54662795999159
Black	Female	F	43 years	43	2013	2013	49	292696	16.7409189056222	12.3850992155684	22.1323318391779	2.39155984366032
Black	Female	F	43 years	43	2014	2014	64	295537	21.6554949126505	16.6773297421304	27.6536338935565	2.70693686408132
Black	Female	F	43 years	43	2015	2015	56	282181	19.8454183662259	14.9910305796634	25.7708633820137	2.65195557941459
Black	Female	F	43 years	43	2016	2016	56	272156	20.5764341039698	15.5432325577977	26.7201457987331	2.74964166637806
Black	Female	F	43 years	43	2017	2017	55	264229	20.815277656881	15.6809812700347	27.0939980093025	2.80673146668067
Black	Female	F	43 years	43	2018	2018	55	271766	20.2379988666721	15.2460940662187	26.342588844815	2.72889121048831
Black	Female	F	43 years	43	2019	2019	40	264057	15.1482445078146	10.8220573588278	20.6276675111813	2.39514775989152
Black	Female	F	43 years	43	2020	2020	67	275275	24.3392970665698	18.8627118336209	30.909933702661	2.97351839864588
Black	Female	F	43 years	43	2021	2021	65	273516	23.7646060925138	18.3410476900803	30.2898916333962	2.94763660930203
Black	Female	F	44 years	44	1999	1999	111	267457	41.5019984520876	33.7811755326683	49.222821371507	3.93919536705068
Black	Female	F	44 years	44	2000	2000	93	272147	34.1727081320022	27.5818179145829	41.8639595512719	3.54354476110079
Black	Female	F	44 years	44	2001	2001	102	284631	35.8358717075793	28.8812428445286	42.7905005706299	3.54828003216869
Black	Female	F	44 years	44	2002	2002	113	286288	39.4707427485609	32.1930762753032	46.7484092218186	3.71309513941718
Black	Female	F	44 years	44	2003	2003	75	291639	25.7167251293551	20.2277473177456	32.2361721168979	2.96951163522176
Black	Female	F	44 years	44	2004	2004	99	308545	32.0860814467906	26.077962695879	39.0635207182097	3.22477251975116
Black	Female	F	44 years	44	2005	2005	88	297052	29.6244428584894	23.7596919057943	36.4982023349447	3.1579762195329
Black	Female	F	44 years	44	2006	2006	79	295175	26.763784195816	21.1891555856695	33.3557042432455	3.01116097817078
Black	Female	F	44 years	44	2007	2007	81	297185	27.2557497854872	21.6448811346468	33.8764439658798	3.02841664283191
Black	Female	F	44 years	44	2008	2008	79	301835	26.173240346547	20.7216161147647	32.6197094439015	2.94471960419288
Black	Female	F	44 years	44	2009	2009	77	303595	25.3627365404569	20.0157644229977	31.6991090103592	2.89035207674439
Black	Female	F	44 years	44	2010	2010	69	288574	23.9106780236612	18.6039421430898	30.2603976796246	2.8785073717376
Black	Female	F	44 years	44	2011	2011	55	275214	19.9844484655577	15.0550844070432	26.0125575007085	2.69470248137655
Black	Female	F	44 years	44	2012	2012	59	274190	21.517925526095	16.3805208067399	27.7566176738758	2.80139529080879
Black	Female	F	44 years	44	2013	2013	68	271774	25.0207893323129	19.4296437481142	31.7198554681463	3.03421638980746
Black	Female	F	44 years	44	2014	2014	55	293123	18.7634542495812	14.1352606243795	24.4232625894249	2.5300636548806
Black	Female	F	44 years	44	2015	2015	57	295655	19.2792274779726	14.6018940995417	24.9785527050109	2.55359606137923
Black	Female	F	44 years	44	2016	2016	58	281563	20.5992974929234	15.6418705582765	26.6293298480269	2.704820273212
Black	Female	F	44 years	44	2017	2017	52	272726	19.0667556448597	14.2400064533634	25.0035713499996	2.64408327439554
Black	Female	F	44 years	44	2018	2018	55	263408	20.8801555002126	15.7298563445302	27.1784456052967	2.81547959329089
Black	Female	F	44 years	44	2019	2019	64	271353	23.5855140720759	18.1636760971871	30.1182297597594	2.94818925900948
Black	Female	F	44 years	44	2020	2020	81	263752	30.7106675968334	24.3885695653493	38.1705958627802	3.41229639964815
Black	Female	F	44 years	44	2021	2021	70	270404	25.8871910178844	20.1803597579917	32.7069126196358	3.09411113198797
Black	Female	F	45 years	45	1999	1999	103	261358	39.4095455275905	31.7985952342837	47.0204958208973	3.88313790474836
Black	Female	F	45 years	45	2000	2000	135	271859	49.6580948212125	41.2812737206789	58.0349159217461	4.27388831659877
Black	Female	F	45 years	45	2001	2001	113	271899	41.5595496857289	33.8967462944108	49.222353077047	3.90959356699901
Black	Female	F	45 years	45	2002	2002	121	283514	42.6786684255451	35.0741056879025	50.2832311631877	3.87987894777683
Black	Female	F	45 years	45	2003	2003	108	284928	37.9043126684636	30.7555180617524	45.0531072751748	3.64734418709753
Black	Female	F	45 years	45	2004	2004	107	290127	36.8804006521282	29.8922893600852	43.8685119441712	3.56536290410358
Black	Female	F	45 years	45	2005	2005	77	306816	25.0964747601168	19.805635951189	31.3663270494368	2.86000873076767
Black	Female	F	45 years	45	2006	2006	108	295192	36.5863573538578	29.6861305533314	43.4865841543843	3.52052387781961
Black	Female	F	45 years	45	2007	2007	103	293146	35.1360755391511	28.3504371652416	41.9217139130606	3.46206039485179
Black	Female	F	45 years	45	2008	2008	91	294945	30.8532099204937	24.8411534353863	37.8809540761837	3.23429521238518
Black	Female	F	45 years	45	2009	2009	101	299366	33.7379662353106	27.1581421345788	40.3177903360425	3.3570531126183
Black	Female	F	45 years	45	2010	2010	85	304379	27.9257110378837	22.30594094862	34.5307002125639	3.0289686401798
Black	Female	F	45 years	45	2011	2011	68	285400	23.8262088297127	18.5020042046251	30.20543798178	2.88935222538028
