Race	Gender	Gender Code	Single-Year Ages	Single-Year Ages Code	Year	Year Code	Deaths	Population	Crude Rate
White	Female	F	33 years	33	2020	2020	19	1238099	1.53461072175973
White	Female	F	33 years	33	2021	2021	6	1239642	0.484010706316824
White	Female	F	34 years	34	2019	2019	10	1262236	0.792244873383424
White	Female	F	34 years	34	2020	2020	7	1249233	0.56034382697223
White	Female	F	34 years	34	2021	2021	10	1229004	0.813667001897471
White	Female	F	35 years	35	2019	2019	11	1222914	0.899490888157303
White	Female	F	35 years	35	2020	2020	24	1263740	1.89912481997879
White	Female	F	35 years	35	2021	2021	18	1239342	1.45238360355737
White	Female	F	36 years	36	2019	2019	14	1243247	1.126083553791
White	Female	F	36 years	36	2020	2020	24	1223795	1.96111276806982
White	Female	F	36 years	36	2021	2021	19	1243941	1.5274036308796
White	Female	F	37 years	37	2019	2019	23	1241384	1.8527707784215
White	Female	F	37 years	37	2020	2020	28	1243520	2.25167267112712
White	Female	F	37 years	37	2021	2021	13	1217196	1.06802848514126
White	Female	F	38 years	38	2019	2019	33	1231900	2.67878886273236
White	Female	F	38 years	38	2020	2020	25	1241569	2.01358120249459
White	Female	F	38 years	38	2021	2021	29	1238565	2.34141930379108
White	Female	F	39 years	39	2019	2019	26	1242470	2.0926058576867
White	Female	F	39 years	39	2020	2020	30	1231910	2.43524283429796
White	Female	F	39 years	39	2021	2021	32	1237125	2.58664241689401
White	Female	F	40 years	40	2019	2019	32	1173276	2.72740599824764
White	Female	F	40 years	40	2020	2020	36	1242143	2.89821703298251
White	Female	F	40 years	40	2021	2021	29	1225445	2.36648727605074
White	Female	F	41 years	41	2019	2019	32	1150572	2.78122533835345
White	Female	F	41 years	41	2020	2020	38	1172873	3.23990747506337
White	Female	F	41 years	41	2021	2021	33	1215101	2.71582362289225
White	Female	F	42 years	42	2019	2019	48	1137910	4.21825979207494
White	Female	F	42 years	42	2020	2020	34	1150099	2.95626724308081
White	Female	F	42 years	42	2021	2021	33	1173587	2.81189208810254
White	Female	F	43 years	43	2019	2019	47	1097980	4.28058798885226
White	Female	F	43 years	43	2020	2020	65	1137335	5.7151147199374
White	Female	F	43 years	43	2021	2021	42	1148785	3.65603659518535
White	Female	F	44 years	44	2019	2019	42	1138864	3.6878854718386
White	Female	F	44 years	44	2020	2020	65	1097398	5.92310173701793
White	Female	F	44 years	44	2021	2021	51	1134553	4.49516241198075
White	Female	F	45 years	45	2019	2019	45	1108914	4.05802433732463
White	Female	F	45 years	45	2020	2020	66	1137863	5.80034679043083
White	Female	F	45 years	45	2021	2021	47	1091049	4.30778086043798
White	Female	F	46 years	46	2019	2019	63	1136883	5.54146732777251
White	Female	F	46 years	46	2020	2020	65	1107243	5.87043675146287
White	Female	F	46 years	46	2021	2021	56	1115063	5.02213776261969
White	Female	F	47 years	47	2019	2019	78	1216104	6.41392512482485
White	Female	F	47 years	47	2020	2020	78	1134675	6.87421508361425
White	Female	F	47 years	47	2021	2021	65	1097328	5.92347957948763
White	Female	F	48 years	48	2019	2019	88	1324169	6.6456774022047
White	Female	F	48 years	48	2020	2020	100	1213414	8.24121033711495
White	Female	F	48 years	48	2021	2021	77	1122951	6.85693320545598
White	Female	F	49 years	49	2019	2019	103	1349110	7.63466285180601
White	Female	F	49 years	49	2020	2020	110	1320895	8.32768690925471
White	Female	F	49 years	49	2021	2021	94	1207741	7.78312568671594
White	Female	F	50 years	50	2019	2019	103	1293300	7.96412278666976
White	Female	F	50 years	50	2020	2020	108	1345616	8.0260638993591
White	Female	F	50 years	50	2021	2021	102	1317600	7.74134790528233
White	Female	F	51 years	51	2019	2019	90	1264418	7.11789930228769
White	Female	F	51 years	51	2020	2020	138	1289653	10.7005527843536
White	Female	F	51 years	51	2021	2021	116	1312994	8.83476999894897
White	Female	F	52 years	52	2019	2019	115	1292992	8.89409988615552
White	Female	F	52 years	52	2020	2020	130	1260399	10.3141941559776
White	Female	F	52 years	52	2021	2021	131	1280084	10.2337034132135
White	Female	F	53 years	53	2019	2019	140	1322099	10.5892221384329
White	Female	F	53 years	53	2020	2020	164	1288497	12.7280079037825
White	Female	F	53 years	53	2021	2021	149	1253365	11.8879975107012
White	Female	F	54 years	54	2019	2019	168	1426568	11.7765153851762
White	Female	F	54 years	54	2020	2020	162	1316926	12.301374564706
White	Female	F	54 years	54	2021	2021	136	1287674	10.5616794312846
White	Female	F	55 years	55	2019	2019	188	1482302	12.6829755340005
White	Female	F	55 years	55	2020	2020	193	1420300	13.5886784482152
White	Female	F	55 years	55	2021	2021	169	1315587	12.8459767389006
White	Female	F	56 years	56	2019	2019	191	1500174	12.7318564379865
White	Female	F	56 years	56	2020	2020	238	1475070	16.1348274997119
White	Female	F	56 years	56	2021	2021	181	1398728	12.9403286414514
White	Female	F	57 years	57	2019	2019	218	1520400	14.33833201789
White	Female	F	57 years	57	2020	2020	270	1492296	18.0929252641567
White	Female	F	57 years	57	2021	2021	212	1459867	14.521870827959
White	Female	F	58 years	58	2019	2019	238	1560080	15.2556279165171
White	Female	F	58 years	58	2020	2020	277	1511894	18.3213902561952
White	Female	F	58 years	58	2021	2021	245	1483454	16.5155104236464
White	Female	F	59 years	59	2019	2019	266	1562420	17.0248716734297
White	Female	F	59 years	59	2020	2020	305	1550666	19.6689680434084
White	Female	F	59 years	59	2021	2021	252	1515096	16.6326094188091
White	Female	F	60 years	60	2019	2019	271	1535624	17.6475491396331
White	Female	F	60 years	60	2020	2020	320	1552245	20.6153023523993
White	Female	F	60 years	60	2021	2021	308	1535428	20.0595534274482
White	Female	F	61 years	61	2019	2019	315	1544722	20.3920187580678
White	Female	F	61 years	61	2020	2020	322	1524677	21.1192272199292
White	Female	F	61 years	61	2021	2021	317	1504553	21.0693807396615
White	Female	F	62 years	62	2019	2019	317	1536394	20.6327283235941
White	Female	F	62 years	62	2020	2020	382	1532819	24.921402983653
White	Female	F	62 years	62	2021	2021	302	1504629	20.0713930144906
White	Female	F	63 years	63	2019	2019	328	1484440	22.0958745385465
White	Female	F	63 years	63	2020	2020	359	1523667	23.5615787439119
White	Female	F	63 years	63	2021	2021	328	1513486	21.6718225342025
White	Female	F	64 years	64	2019	2019	337	1480554	22.7617499935835
White	Female	F	64 years	64	2020	2020	419	1471254	28.4791069387067
White	Female	F	64 years	64	2021	2021	386	1498322	25.7621525947026
White	Female	F	65 years	65	2019	2019	334	1439848	23.1968930053728
White	Female	F	65 years	65	2020	2020	449	1466509	30.6169276833623
White	Female	F	65 years	65	2021	2021	407	1440661	28.2509209314336
White	Female	F	66 years	66	2019	2019	358	1396979	25.6267273881712
White	Female	F	66 years	66	2020	2020	445	1425180	31.2241260753028
White	Female	F	66 years	66	2021	2021	430	1421149	30.2572073723445
White	Female	F	67 years	67	2019	2019	395	1350123	29.2565936585037
White	Female	F	67 years	67	2020	2020	467	1381534	33.8030044863174
White	Female	F	67 years	67	2021	2021	413	1393054	29.6470919289561
White	Female	F	68 years	68	2019	2019	403	1307899	30.8127768275685
White	Female	F	68 years	68	2020	2020	471	1333985	35.3077433404424
White	Female	F	68 years	68	2021	2021	476	1351715	35.214523771653
White	Female	F	69 years	69	2019	2019	463	1268389	36.5029971089311
White	Female	F	69 years	69	2020	2020	499	1290990	38.652506990759
White	Female	F	69 years	69	2021	2021	523	1313318	39.8227999616239
White	Female	F	70 years	70	2019	2019	476	1248296	38.1319815172043
White	Female	F	70 years	70	2020	2020	498	1250665	39.8188163896807
White	Female	F	70 years	70	2021	2021	516	1253906	41.1514100738014
White	Female	F	71 years	71	2019	2019	505	1244275	40.5858833457234
White	Female	F	71 years	71	2020	2020	628	1228900	51.1026120921149
White	Female	F	71 years	71	2021	2021	552	1193765	46.2402566669319
White	Female	F	72 years	72	2019	2019	620	1326474	46.7404562773187
White	Female	F	72 years	72	2020	2020	640	1222594	52.3477131410755
White	Female	F	72 years	72	2021	2021	597	1183446	50.4459012071527
White	Female	F	73 years	73	2019	2019	513	941680	54.4771047489593
White	Female	F	73 years	73	2020	2020	734	1301254	56.4071272787634
White	Female	F	73 years	73	2021	2021	652	1170646	55.695744059263
White	Female	F	74 years	74	2019	2019	495	932099	53.1059469004902
White	Female	F	74 years	74	2020	2020	623	921554	67.6032006805895
White	Female	F	74 years	74	2021	2021	775	1258028	61.6043522083769
White	Female	F	75 years	75	2019	2019	562	916942	61.2906814171452
White	Female	F	75 years	75	2020	2020	633	910356	69.5332375466301
White	Female	F	75 years	75	2021	2021	606	867032	69.8936140765277
White	Female	F	76 years	76	2019	2019	658	948790	69.3514897922617
White	Female	F	76 years	76	2020	2020	770	893066	86.2198314570256
White	Female	F	76 years	76	2021	2021	677	838391	80.7499126302644
White	Female	F	77 years	77	2019	2019	643	812645	79.1243408868571
White	Female	F	77 years	77	2020	2020	769	921370	83.4626697200907
White	Female	F	77 years	77	2021	2021	721	828612	87.0129807437015
White	Female	F	78 years	78	2019	2019	654	734104	89.0881945882327
White	Female	F	78 years	78	2020	2020	802	786365	101.9882624481
White	Female	F	78 years	78	2021	2021	876	850748	102.968211503289
White	Female	F	79 years	79	2019	2019	712	682773	104.280632069517
White	Female	F	79 years	79	2020	2020	839	707683	118.555907093995
White	Female	F	79 years	79	2021	2021	817	719473	113.555338421317
White	Female	F	80 years	80	2019	2019	828	637959	129.788904929627
White	Female	F	80 years	80	2020	2020	929	655249	141.778163720967
White	Female	F	80 years	80	2021	2021	880	640901	137.306697914342
White	Female	F	81 years	81	2019	2019	844	605645	139.35556307738
White	Female	F	81 years	81	2020	2020	1005	609145	164.985348316082
White	Female	F	81 years	81	2021	2021	892	582952	153.014313356846
White	Female	F	82 years	82	2019	2019	936	549233	170.419475887283
White	Female	F	82 years	82	2020	2020	1000	574929	173.934520610371
White	Female	F	82 years	82	2021	2021	959	543539	176.436281481182
White	Female	F	83 years	83	2019	2019	968	514977	187.969559805584
White	Female	F	83 years	83	2020	2020	1143	517822	220.732220724496
White	Female	F	83 years	83	2021	2021	1042	507975	205.128205128205
White	Female	F	84 years	84	2019	2019	1084	486186	222.959937143398
White	Female	F	84 years	84	2020	2020	1281	481802	265.87685397736
White	Female	F	84 years	84	2021	2021	1122	450184	249.231425372736
White	Female	F	85 years	85	2019	2019	21382	3334297	641.274607510969
White	Female	F	85 years	85	2020	2020	24066	3312732	726.469874411815
White	Female	F	85 years	85	2021	2021	22269	2910687	765.077110661504
White	Male	M	20 years	20	2019	2019	3	1203313	0.249311691970418
White	Male	M	20 years	20	2020	2020	3	1210940	0.247741424017705
White	Male	M	20 years	20	2021	2021	1	1168026	0.0856145325532137
White	Male	M	21 years	21	2019	2019	4	1205176	0.331901730535623
White	Male	M	21 years	21	2020	2020	3	1203799	0.249211039384482
White	Male	M	21 years	21	2021	2021	2	1172893	0.170518538349193
White	Male	M	22 years	22	2019	2019	5	1210950	0.412898963623601
White	Male	M	22 years	22	2020	2020	4	1205417	0.331835373153025
White	Male	M	22 years	22	2021	2021	5	1164008	0.429550312368987
White	Male	M	23 years	23	2019	2019	6	1229186	0.488127915547362
White	Male	M	23 years	23	2020	2020	3	1211180	0.24769233309665
White	Male	M	23 years	23	2021	2021	7	1161357	0.602743170274085
White	Male	M	24 years	24	2019	2019	3	1254620	0.239116226427125
White	Male	M	24 years	24	2020	2020	4	1229851	0.32524265134557
White	Male	M	24 years	24	2021	2021	4	1163934	0.343662097679078
White	Male	M	25 years	25	2019	2019	8	1275050	0.627426375436257
White	Male	M	25 years	25	2020	2020	8	1255746	0.637071509684283
White	Male	M	25 years	25	2021	2021	10	1177746	0.849079512900065
White	Male	M	26 years	26	2019	2019	5	1295534	0.385941241217907
White	Male	M	26 years	26	2020	2020	6	1276625	0.469989229413493
White	Male	M	26 years	26	2021	2021	11	1195204	0.920344978765131
White	Male	M	27 years	27	2019	2019	7	1330172	0.526247733375834
White	Male	M	27 years	27	2020	2020	13	1297410	1.00199628490608
White	Male	M	27 years	27	2021	2021	7	1216208	0.575559443779354
White	Male	M	28 years	28	2019	2019	12	1357039	0.884278196868329
White	Male	M	28 years	28	2020	2020	13	1332006	0.975971579707599
White	Male	M	28 years	28	2021	2021	22	1235417	1.78077523621579
White	Male	M	29 years	29	2019	2019	13	1358009	0.957283788251772
White	Male	M	29 years	29	2020	2020	12	1358723	0.883182223308209
White	Male	M	29 years	29	2021	2021	7	1265460	0.553158535236199
White	Male	M	30 years	30	2019	2019	22	1312401	1.67631691838089
White	Male	M	30 years	30	2020	2020	26	1359380	1.91263664317557
White	Male	M	30 years	30	2021	2021	17	1293464	1.31430020472158
White	Male	M	31 years	31	2019	2019	17	1283835	1.32415769939283
White	Male	M	31 years	31	2020	2020	18	1313626	1.37025302483355
White	Male	M	31 years	31	2021	2021	26	1305298	1.99188231346405
White	Male	M	32 years	32	2019	2019	23	1269768	1.81135451515552
White	Male	M	32 years	32	2020	2020	27	1284997	2.10117222063553
White	Male	M	32 years	32	2021	2021	23	1280532	1.7961284840988
White	Male	M	33 years	33	2019	2019	28	1277043	2.19256516812668
White	Male	M	33 years	33	2020	2020	35	1270799	2.75417276847086
White	Male	M	33 years	33	2021	2021	17	1263876	1.3450686617991
White	Male	M	34 years	34	2019	2019	43	1284975	3.34636860639312
White	Male	M	34 years	34	2020	2020	55	1277840	4.30413823326864
White	Male	M	34 years	34	2021	2021	39	1263435	3.08682282824205
White	Male	M	35 years	35	2019	2019	40	1239734	3.22649858760024
White	Male	M	35 years	35	2020	2020	57	1285261	4.434896880867
White	Male	M	35 years	35	2021	2021	33	1273806	2.59066137229688
White	Male	M	36 years	36	2019	2019	48	1257715	3.81644490206446
White	Male	M	36 years	36	2020	2020	57	1239469	4.59874349418985
White	Male	M	36 years	36	2021	2021	44	1277226	3.44496588700825
White	Male	M	37 years	37	2019	2019	52	1255024	4.14334705949846
White	Male	M	37 years	37	2020	2020	58	1257082	4.61385971639082
White	Male	M	37 years	37	2021	2021	59	1250810	4.71694342066341
White	Male	M	38 years	38	2019	2019	55	1244481	4.41951303394749
White	Male	M	38 years	38	2020	2020	78	1254096	6.21961955065641
White	Male	M	38 years	38	2021	2021	68	1273227	5.34076013153978
White	Male	M	39 years	39	2019	2019	71	1261956	5.62618664993074
White	Male	M	39 years	39	2020	2020	81	1243085	6.51604677073571
White	Male	M	39 years	39	2021	2021	67	1273757	5.26002997432006
White	Male	M	40 years	40	2019	2019	70	1187508	5.89469713046144
White	Male	M	40 years	40	2020	2020	83	1260058	6.58699837626522
White	Male	M	40 years	40	2021	2021	70	1262624	5.5440099348658
White	Male	M	41 years	41	2019	2019	87	1162184	7.48590584623433
White	Male	M	41 years	41	2020	2020	104	1185708	8.77113083491045
White	Male	M	41 years	41	2021	2021	97	1247655	7.77458512168829
White	Male	M	42 years	42	2019	2019	91	1147310	7.93159651707037
White	Male	M	42 years	42	2020	2020	87	1160322	7.49791868119367
White	Male	M	42 years	42	2021	2021	98	1205270	8.13095820853419
White	Male	M	43 years	43	2019	2019	101	1106877	9.12477176777546
White	Male	M	43 years	43	2020	2020	127	1145299	11.0888073769382
White	Male	M	43 years	43	2021	2021	118	1178788	10.0102817470147
White	Male	M	44 years	44	2019	2019	112	1152092	9.72144585675449
White	Male	M	44 years	44	2020	2020	136	1104485	12.313431146643
White	Male	M	44 years	44	2021	2021	114	1163112	9.8012917070755
White	Male	M	45 years	45	2019	2019	126	1115402	11.2963756564898
White	Male	M	45 years	45	2020	2020	139	1149192	12.0954548935252
White	Male	M	45 years	45	2021	2021	134	1117205	11.9942177129533
White	Male	M	46 years	46	2019	2019	161	1136851	14.1619262330772
White	Male	M	46 years	46	2020	2020	166	1112283	14.9242593836281
White	Male	M	46 years	46	2021	2021	131	1140197	11.4892426484195
White	Male	M	47 years	47	2019	2019	169	1219187	13.8616963599513
White	Male	M	47 years	47	2020	2020	167	1133495	14.733192471074
White	Male	M	47 years	47	2021	2021	159	1123059	14.1577601889126
White	Male	M	48 years	48	2019	2019	185	1325738	13.9544917623241
White	Male	M	48 years	48	2020	2020	179	1215169	14.7304613596956
White	Male	M	48 years	48	2021	2021	176	1147732	15.3345903050538
White	Male	M	49 years	49	2019	2019	211	1353090	15.5939368408606
White	Male	M	49 years	49	2020	2020	261	1320459	19.7658541461719
White	Male	M	49 years	49	2021	2021	206	1238821	16.6287139142782
White	Male	M	50 years	50	2019	2019	244	1289697	18.9191724878014
White	Male	M	50 years	50	2020	2020	265	1346958	19.6739616231538
White	Male	M	50 years	50	2021	2021	230	1358190	16.9343022699328
White	Male	M	51 years	51	2019	2019	233	1258798	18.5097211784575
White	Male	M	51 years	51	2020	2020	280	1283277	21.8191395934003
White	Male	M	51 years	51	2021	2021	267	1344287	19.8618301002688
White	Male	M	52 years	52	2019	2019	300	1277164	23.4895440209715
White	Male	M	52 years	52	2020	2020	293	1252006	23.4024437582568
White	Male	M	52 years	52	2021	2021	301	1304778	23.0690584911763
White	Male	M	53 years	53	2019	2019	311	1303264	23.8631620301029
White	Male	M	53 years	53	2020	2020	307	1269528	24.1822157526262
White	Male	M	53 years	53	2021	2021	316	1274839	24.7874437477987
White	Male	M	54 years	54	2019	2019	369	1400082	26.3555991720485
White	Male	M	54 years	54	2020	2020	363	1294576	28.0400687174797
White	Male	M	54 years	54	2021	2021	324	1298300	24.9557113147963
White	Male	M	55 years	55	2019	2019	383	1444654	26.5115384029671
White	Male	M	55 years	55	2020	2020	452	1389938	32.5194361187334
White	Male	M	55 years	55	2021	2021	358	1320665	27.1075556632454
White	Male	M	56 years	56	2019	2019	488	1453802	33.5671570131283
White	Male	M	56 years	56	2020	2020	503	1433060	35.0997166901595
White	Male	M	56 years	56	2021	2021	404	1388300	29.1003385435425
White	Male	M	57 years	57	2019	2019	489	1467114	33.3307432142288
White	Male	M	57 years	57	2020	2020	525	1440874	36.4362185728939
White	Male	M	57 years	57	2021	2021	461	1449909	31.7950988648253
White	Male	M	58 years	58	2019	2019	508	1499400	33.8802187541683
White	Male	M	58 years	58	2020	2020	609	1452698	41.9219961753923
White	Male	M	58 years	58	2021	2021	497	1463602	33.9573189979243
White	Male	M	59 years	59	2019	2019	529	1504843	35.1531688023269
White	Male	M	59 years	59	2020	2020	593	1483330	39.9776179272313
White	Male	M	59 years	59	2021	2021	593	1489224	39.819395873287
White	Male	M	60 years	60	2019	2019	557	1465290	38.0129530673109
White	Male	M	60 years	60	2020	2020	713	1487792	47.923365631755
White	Male	M	60 years	60	2021	2021	613	1505740	40.7108797003467
White	Male	M	61 years	61	2019	2019	626	1465831	42.7061509819345
White	Male	M	61 years	61	2020	2020	734	1447562	50.7059455829871
White	Male	M	61 years	61	2021	2021	657	1469776	44.7006890845952
White	Male	M	62 years	62	2019	2019	682	1449476	47.0514861922515
White	Male	M	62 years	62	2020	2020	710	1446598	49.0806706493442
White	Male	M	62 years	62	2021	2021	739	1458890	50.65494999623
White	Male	M	63 years	63	2019	2019	680	1390522	48.90249848618
White	Male	M	63 years	63	2020	2020	839	1428414	58.7364727592981
White	Male	M	63 years	63	2021	2021	739	1459899	50.6199401465444
White	Male	M	64 years	64	2019	2019	700	1380504	50.7061189246826
White	Male	M	64 years	64	2020	2020	788	1368719	57.5720801713135
White	Male	M	64 years	64	2021	2021	699	1437125	48.6387753326955
White	Male	M	65 years	65	2019	2019	656	1328214	49.3896314901063
White	Male	M	65 years	65	2020	2020	831	1358028	61.1916690966608
White	Male	M	65 years	65	2021	2021	721	1367030	52.7420758871422
White	Male	M	66 years	66	2019	2019	666	1281108	51.9862494028607
White	Male	M	66 years	66	2020	2020	813	1305277	62.2856297935228
White	Male	M	66 years	66	2021	2021	745	1337943	55.682491705551
White	Male	M	67 years	67	2019	2019	643	1235803	52.0309466800129
White	Male	M	67 years	67	2020	2020	777	1257282	61.7999780478842
White	Male	M	67 years	67	2021	2021	770	1300688	59.1994390660942
White	Male	M	68 years	68	2019	2019	692	1186708	58.3125756293882
White	Male	M	68 years	68	2020	2020	838	1210993	69.1994090799864
White	Male	M	68 years	68	2021	2021	718	1251399	57.375785021404
White	Male	M	69 years	69	2019	2019	708	1152192	61.4480919846692
White	Male	M	69 years	69	2020	2020	773	1161524	66.550497449902
White	Male	M	69 years	69	2021	2021	767	1210534	63.3604673639898
White	Male	M	70 years	70	2019	2019	693	1125835	61.5543130210022
White	Male	M	70 years	70	2020	2020	835	1126169	74.1451771448157
White	Male	M	70 years	70	2021	2021	785	1140747	68.8145574785645
White	Male	M	71 years	71	2019	2019	791	1118541	70.7171216790444
White	Male	M	71 years	71	2020	2020	833	1098861	75.8057661524069
White	Male	M	71 years	71	2021	2021	764	1080441	70.7118667284933
White	Male	M	72 years	72	2019	2019	819	1186927	69.001716196531
White	Male	M	72 years	72	2020	2020	853	1089963	78.259537250347
White	Male	M	72 years	72	2021	2021	824	1062972	77.5185047207264
White	Male	M	73 years	73	2019	2019	651	832205	78.2259178928269
White	Male	M	73 years	73	2020	2020	921	1154284	79.7897224599838
White	Male	M	73 years	73	2021	2021	863	1049728	82.2117729545177
White	Male	M	74 years	74	2019	2019	679	812857	83.5325278616042
White	Male	M	74 years	74	2020	2020	768	806542	95.2213275936033
White	Male	M	74 years	74	2021	2021	898	1137336	78.9564385546576
White	Male	M	75 years	75	2019	2019	713	788640	90.4088050314465
White	Male	M	75 years	75	2020	2020	742	785710	94.4368787466113
White	Male	M	75 years	75	2021	2021	703	759623	92.5459076410272
White	Male	M	76 years	76	2019	2019	736	807437	91.1526224337007
White	Male	M	76 years	76	2020	2020	818	759381	107.71931349349
White	Male	M	76 years	76	2021	2021	727	722935	100.562291215669
White	Male	M	77 years	77	2019	2019	693	679586	101.973848784407
White	Male	M	77 years	77	2020	2020	887	774605	114.509976052311
White	Male	M	77 years	77	2021	2021	786	704950	111.49726930988
White	Male	M	78 years	78	2019	2019	750	600683	124.857870124508
White	Male	M	78 years	78	2020	2020	871	648843	134.238945322674
White	Male	M	78 years	78	2021	2021	899	714874	125.756427006717
White	Male	M	79 years	79	2019	2019	694	550082	126.163008424199
White	Male	M	79 years	79	2020	2020	839	570566	147.046967397286
White	Male	M	79 years	79	2021	2021	779	592138	131.557170794646
White	Male	M	80 years	80	2019	2019	735	508959	144.412418289096
White	Male	M	80 years	80	2020	2020	860	519540	165.531046695153
White	Male	M	80 years	80	2021	2021	830	516051	160.836816516197
White	Male	M	81 years	81	2019	2019	749	470631	159.148037422099
White	Male	M	81 years	81	2020	2020	861	477446	180.334529978259
White	Male	M	81 years	81	2021	2021	839	457292	183.471392458211
White	Male	M	82 years	82	2019	2019	758	415749	182.321544970643
White	Male	M	82 years	82	2020	2020	962	438017	219.6261788926
White	Male	M	82 years	82	2021	2021	894	419344	213.190125529398
White	Male	M	83 years	83	2019	2019	817	379680	215.181205225453
White	Male	M	83 years	83	2020	2020	914	383676	238.221833004931
White	Male	M	83 years	83	2021	2021	846	380445	222.371170602847
White	Male	M	84 years	84	2019	2019	846	346002	244.507257183485
White	Male	M	84 years	84	2020	2020	984	347144	283.45585693545
White	Male	M	84 years	84	2021	2021	860	327971	262.218305886801
White	Male	M	85 years	85	2019	2019	10503	1907106	550.729744440005
White	Male	M	85 years	85	2020	2020	11909	1921392	619.811053652768
White	Male	M	85 years	85	2021	2021	10920	1699823	642.419828417429
