Cause of death Code	Race	Gender	Gender Code	Year	Year Code	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	Crude Rate Standard Error	Age Adjusted Rate	Age Adjusted Rate Lower 95% Confidence Interval	Age Adjusted Rate Upper 95% Confidence Interval	Age Adjusted Rate Standard Error
I120	White	Male	M	2012	2012	2718	75547481	3.59773742820095	3.46248009841882	3.73299475798307	0.0690088417255743	3.34938478848423	3.22346430319473	3.47530527377372	0.0642451455558652
I129	Black or African American	Male	M	2012	2012	14	5052033	0.277116162938762	0.15150217744025	0.464953811663542	0.0740624098610192	0.151443630080213	0.0827957470011535	0.254096665857485	0.0404750126549636
I129	White	Male	M	2012	2012	70	44115404	0.158674734113282	0.123694888978009	0.200476006068085	0.0189652581790722	0.0859301448382067	0.0669868444086241	0.108567582194384	0.0102706167514873
I130	Black or African American	Male	M	2012	2012	4	2391602	0.167251908971476	0.0455711276374581	0.428231787730567	0.083625954485738	0.0437354390379434	0.0119165950746684	0.11198021811275	0.0218677195189717
I130	White	Male	M	2012	2012	52	42698321	0.121784648159819	0.0909548644781606	0.159704734057341	0.016888492057868	0.0632941363362758	0.0472712257227476	0.083002031567302	0.00877731746140965
I131	Black or African American	Male	M	2012	2012	267	12905747	2.06884576305424	1.8206876061401	2.31700391996838	0.12661130454803	2.46216601015681	2.16682906913946	2.75750295117417	0.150682112763956
I131	White	Male	M	2012	2012	329	69815548	0.471241735436926	0.420320155606964	0.522163315266888	0.0259803978724296	0.394159340951533	0.351567153467589	0.436751528435477	0.0217307078999714
I132	Black or African American	Male	M	2012	2012	213	12905747	1.65042751884103	1.42878007559051	1.87207496209154	0.113085430229854	2.54547187574657	2.20362267201934	2.88732107947381	0.174412859044506
I132	White	Male	M	2012	2012	612	62601634	0.97761026493334	0.900155861495143	1.05506466837154	0.0395175527745905	0.766066004193883	0.705371893792775	0.826760114594991	0.0309663828577083
I150	Black or African American	Male	M	2012	2012	1	844889	0.118358742982806	0.00299684337232465	0.659452306752721	0.118358742982806	0.00636440792992142	0.00016114680878561	0.0354601897986674	0.00636440792992142
I150	White	Male	M	2012	2012	3	13167264	0.0227837764929753	0.00469847038838137	0.0665837640986009	0.0131542194913756	0.00359300545204174	0.000740949584320048	0.0105002709931558	0.00207442266493609
I110	Black or African American	Female	F	2013	2013	1087	13379559	8.12433354492476	7.64135365922306	8.60731343062646	0.246418309031479	7.62904215673615	7.17550662812954	8.08257768534276	0.231395677860516
I110	White	Female	F	2013	2013	5809	67609365	8.59200496854245	8.37105196853074	8.81295796855415	0.112731122454951	4.18480532539477	4.07718838447163	4.2924222663179	0.0549066025118044
I119	Black or African American	Female	F	2013	2013	2735	15149697	18.0531663438549	17.376568219011	18.7297644686989	0.345203124920396	18.409706549074	17.7197459796766	19.0996671184713	0.35202069867212
I119	White	Female	F	2013	2013	7133	80120644	8.90282409612184	8.6962158020034	9.10943239024028	0.105412394958388	6.15857414064167	6.01565179559004	6.3014964856933	0.0729195638018537
I120	Black or African American	Female	F	2013	2013	1219	15149697	8.046365547773	7.59466150524082	8.49806959030518	0.230461246189889	8.68908316929986	8.20129847070916	9.17686786789057	0.248869744178931
I120	White	Female	F	2013	2013	3858	73758831	5.23056012099758	5.06550722149917	5.39561302049599	0.0842106630093936	2.94357280631522	2.85068691736107	3.03645869526938	0.0473907596704864
I129	Black or African American	Female	F	2013	2013	25	9054285	0.276112360059353	0.17868611381241	0.407597065919617	0.0552224720118706	0.179196086525357	0.115966747394885	0.264529262928733	0.0358392173050715
I129	White	Female	F	2013	2013	106	61876760	0.171308258544888	0.138695957777468	0.203920559312308	0.0166389289629693	0.0858843910640048	0.0695344052758292	0.10223437685218	0.00834182948376304
I130	Black or African American	Female	F	2013	2013	6	3400510	0.176444121617052	0.0647514637510256	0.384044746229242	0.0720330110125592	0.0409392729732865	0.0150238943957367	0.0891076027681958	0.0167133882041776
I130	White	Female	F	2013	2013	66	49328322	0.133797375065789	0.103478889875881	0.17022371042745	0.0164693183859689	0.0513984684182562	0.0397515754746793	0.0653917014451265	0.0063267141116573
I131	Black or African American	Female	F	2013	2013	211	13379559	1.57703254643894	1.36424044670819	1.78982464616969	0.108567397821811	1.46365983707708	1.26616533975266	1.66115433440149	0.100762498634905
I131	White	Female	F	2013	2013	406	61400874	0.661228372742707	0.596908594994861	0.725548150490554	0.0328162131366565	0.32592427830855	0.294220591643564	0.357627964973536	0.0161753503392785
I132	Black or African American	Female	F	2013	2013	247	11908950	2.07407034205367	1.81540926827988	2.33273141582745	0.131969935598871	1.76431366853276	1.54428291127089	1.98434442579463	0.112260590439729
I132	White	Female	F	2013	2013	911	61400874	1.48369223539066	1.3873446784661	1.58003979231521	0.0491569167982416	0.676335085526088	0.632415442625457	0.72025472842672	0.0224079810717508
I150	White	Female	F	2013	2013	4	6045108	0.0661692065716609	0.0180291237145805	0.169419636506081	0.0330846032858305	0.00307749283440905	0.000838524472591435	0.00787961265322094	0.00153874641720453
I159	Black or African American	Female	F	2013	2013	1	409261	0.244342852116376	0.00618676101558663	1.36139040856568	0.244342852116376	0.00901723390695484	0.000228316362524097	0.0502407811253459	0.00901723390695484
I159	White	Female	F	2013	2013	1	2723815	0.0367132129017573	0.000929578550672494	0.204552805531947	0.0367132129017573	0.000903515996151099	2.28770250225458e-05	0.00503406586479531	0.000903515996151099
I110	Black or African American	Male	M	2013	2013	855	11363822	7.52387708994386	7.01954720209911	8.02820697778861	0.257311167267728	8.9984050720669	8.39523670999428	9.60157343413951	0.30773896024113
I110	White	Male	M	2013	2013	3184	75923560	4.19369165513314	4.04802302463085	4.33936028563542	0.0743207298481045	3.79278936799997	3.66104615022097	3.92453258577898	0.0672159274382657
I119	Black or African American	Male	M	2013	2013	3514	13157981	26.7062249139895	25.8232106990534	27.5892391289255	0.450517456600034	31.3574799938752	30.3206767516221	32.3942832361283	0.528981246047507
I119	White	Male	M	2013	2013	9143	75923560	12.0423752521615	11.7955305176773	12.2892199866457	0.125941191063373	10.3345710921548	10.1227329452915	10.5464092390182	0.108080687175187
I120	Black or African American	Male	M	2013	2013	1050	13157981	7.97994768346299	7.4972652807114	8.46263008621457	0.246266532016115	11.4640484965365	10.7706235903763	12.1574734026968	0.353788217428694
I120	White	Male	M	2013	2013	3051	75923560	4.01851546476482	3.87592167501051	4.16110925451914	0.0727519335481185	3.66467825379907	3.5346400929356	3.79471641466254	0.0663460004405453
I129	Black or African American	Male	M	2013	2013	26	4818212	0.539619261252929	0.352495490028251	0.79066633016563	0.105828043963047	0.331484714147899	0.216535759822832	0.485701347710926	0.0650095009960716
I129	White	Male	M	2013	2013	71	44481788	0.159615885944153	0.124661603081243	0.201333093894517	0.0189429205794883	0.0827098013553573	0.0645971819565476	0.104326835037593	0.00981584752013951
I130	Black or African American	Male	M	2013	2013	9	2265034	0.397345028816344	0.181689987876562	0.754284041652355	0.132448342938781	0.11255558305325	0.0514671659069289	0.213665388865814	0.0375185276844165
I130	White	Male	M	2013	2013	61	29827460	0.204509535843816	0.156433434157652	0.262700679172816	0.026184762885967	0.073538087096556	0.0562507535818976	0.0944626143990101	0.00941558722807659
I131	Black or African American	Male	M	2013	2013	282	11715405	2.40708707893581	2.12614077769788	2.68803338017374	0.143339949611189	2.64203076214583	2.33366270314322	2.95039882114844	0.15733064234827
I131	White	Male	M	2013	2013	381	69286403	0.54989144118219	0.494674728979583	0.605108153384797	0.0281717919401057	0.441630838293495	0.397284989146574	0.485976687440415	0.0226254332382247
I132	Black or African American	Male	M	2013	2013	200	10163879	1.96775266608349	1.69503606032192	2.24046927184506	0.139141125388554	2.24206533026446	1.93133092888138	2.55279973164754	0.158537959889326
I132	White	Male	M	2013	2013	646	50926628	1.26849160325321	1.17067165941875	1.36631154708767	0.0499081346094182	0.782635210246614	0.722282164067315	0.842988256425913	0.0307923704996424
I150	White	Male	M	2013	2013	2	1710806	0.116903962225992	0.0141570698255676	0.422296858907439	0.0826635844375748	0.00246642383862554	0.000298683926857553	0.00890956148922058	0.00174402502157227
I159	White	Male	M	2013	2013	2	12611806	0.015858157031594	0.00192042281652604	0.0572850549715084	0.0112134103741613	0.00314913796219791	0.000381360607222166	0.011375757026366	0.00222677680796212
I110	Black or African American	Female	F	2014	2014	1066	15421776	6.91230374504208	6.49734943205067	7.32725805803348	0.211711384179287	7.28867365632484	6.85112538280631	7.72622192984336	0.223238915060472
